EmployeeID,StartDate,DOB,Age,YearsAtCompany,TrainingDate,SurveyDate,Department,JobRole,Attrition,BusinessTravel,Overtime,Gender,MaritalStatus,EducationField,PerformanceRating,MonthlyIncome,NumCompaniesWorked,DistanceFromHome,TrainingProgram,TrainingType,TrainingOutcome,TrainingCost,EngagementScore,SatisfactionScore,WorkLifeBalanceScore
EMP1260,28-Feb-21,21-Mar-67,59,5,16-May-21,20-Jul-25,Research & Development,Research Director,Yes,Rarely,Yes,Female,Single,Marketing,5,71841,4,7,Leadership Development,External,Passed,679.18,4,1,3
EMP1261,05-Apr-16,08-Jan-78,48,10,19-Aug-22,07-Apr-26,Sales,Sales Manager,No,Rarely,Yes,Male,Married,Technical Degree,3,75152,2,6,Technical Skills,External,Passed,454.33,3,5,4
EMP1262,23-Nov-22,19-Mar-02,24,3,08-Aug-25,31-Aug-24,Research & Development,Manufacturing Director,Yes,Rarely,No,Male,Married,Technical Degree,5,87007,5,27,Technical Skills,Internal,Failed,572.99,5,3,3
EMP1263,19-May-26,05-Mar-67,59,0,10-Jun-26,15-Nov-25,Sales,Sales Manager,No,Rarely,No,Male,Single,Other,3,36500,5,28,Technical Skills,Internal,Passed,599.21,5,4,4
EMP1264,30-Aug-16,02-Sep-64,62,9,17-Oct-20,15-Apr-25,Research & Development,Research Scientist,No,Rarely,No,Female,Married,Medical,4,45510,4,23,Technical Skills,External,Failed,456.71,5,2,4
EMP1265,17-Dec-21,02-Mar-68,58,4,05-Aug-22,11-Sep-25,Sales,Sales Representative,No,Rarely,No,Male,Married,Other,4,69591,7,10,Communication Skills,Internal,Passed,517.5,2,5,4
EMP1266,10-May-25,06-May-94,32,1,03-Mar-26,22-Aug-25,Sales,Sales Manager,No,Rarely,Yes,Male,Single,Other,4,50512,1,5,Customer Service,External,Completed,287.51,5,4,4
EMP1267,19-Feb-25,20-Jul-71,55,1,23-Oct-25,19-Aug-24,Research & Development,Research Scientist,Yes,Rarely,No,Male,Married,Technical Degree,4,132555,1,1,Leadership Development,External,Incomplete,646.88,4,1,4
EMP1268,05-Nov-15,01-Nov-68,58,10,03-Aug-23,29-Dec-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Married,Other,5,75314,6,15,Communication Skills,Internal,Incomplete,783.06,4,2,5
EMP1269,11-Apr-16,03-May-62,64,10,04-Mar-17,22-Sep-25,Research & Development,Research Scientist,Yes,Rarely,No,Male,Married,Marketing,4,63433,3,25,Customer Service,External,Passed,486.77,2,3,2
EMP1270,09-Apr-23,20-Aug-91,35,3,24-Jan-24,08-Jul-24,Sales,Area Sales Manager,No,Frequently,Yes,Male,Married,Other,4,54690,4,5,Customer Service,Internal,Completed,979.91,4,3,2
EMP1271,09-Jun-21,06-Aug-74,52,5,13-Jul-25,04-Oct-24,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Single,Human Resources,2,55396,3,20,Customer Service,Internal,Passed,151.5,5,3,5
EMP1272,20-Sep-16,20-Jul-90,36,9,02-Dec-24,13-Oct-25,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Married,Life Sciences,5,65602,6,6,Communication Skills,External,Completed,630.24,3,5,5
EMP1273,09-Jan-17,27-Oct-95,31,9,05-Dec-22,22-Apr-25,Research & Development,Laboratory Technician,No,Travel,No,Male,Widowed,Other,4,67239,7,5,Leadership Development,External,Passed,625.24,2,4,4
EMP1274,16-May-26,22-Oct-93,33,0,09-Jun-26,10-Oct-25,Sales,Sales Executive,Yes,Frequently,Yes,Male,Married,Marketing,4,55866,4,17,Project Management,External,Completed,132.67,2,5,5
EMP1275,16-Aug-23,06-May-72,54,2,10-Mar-25,15-Feb-26,Research & Development,Research Scientist,No,Travel,Yes,Female,Single,Marketing,1,59536,5,18,Customer Service,External,Failed,302.11,3,3,4
EMP1276,18-May-25,15-Jun-61,65,1,11-Jan-26,09-Jan-26,Sales,Sales Manager,Yes,Rarely,No,Male,Married,Technical Degree,4,91885,7,4,Project Management,Internal,Incomplete,914.99,4,4,5
EMP1277,03-Dec-15,03-Oct-66,60,10,19-Sep-21,27-Nov-25,Sales,Sales Representative,No,Rarely,Yes,Male,Divorced,Life Sciences,1,92690,4,24,Project Management,External,Completed,590.06,5,4,4
EMP1278,01-Feb-25,13-Jul-90,36,1,13-Mar-25,14-May-26,Human Resources,Healthcare Representative,No,Rarely,No,Female,Single,Marketing,1,70040,2,21,Technical Skills,Internal,Passed,492.75,3,3,3
EMP1279,23-Mar-19,01-Feb-96,30,7,02-Feb-25,03-Oct-25,Sales,Sales Representative,No,Frequently,No,Male,Widowed,Human Resources,4,38174,3,23,Project Management,External,Incomplete,473.95,4,4,4
EMP1280,18-Mar-22,28-Sep-92,34,4,18-Aug-25,29-Jul-25,Research & Development,Research Scientist,No,Rarely,No,Male,Widowed,Life Sciences,3,75770,4,2,Technical Skills,Internal,Passed,899.34,3,3,5
EMP1281,01-Sep-25,14-Nov-72,54,0,16-Oct-25,21-Feb-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Medical,3,96085,3,8,Leadership Development,Internal,Incomplete,430.33,3,5,3
EMP1282,31-Mar-26,04-Oct-95,31,0,01-May-26,30-Jan-25,Research & Development,Laboratory Technician,No,Rarely,No,Male,Widowed,Life Sciences,4,92395,7,5,Leadership Development,External,Completed,873.25,4,4,5
EMP1283,20-May-18,20-Aug-93,33,8,06-Sep-23,15-Nov-24,Research & Development,Laboratory Technician,No,Rarely,No,Female,Married,Marketing,2,79688,6,4,Technical Skills,Internal,Incomplete,378.27,2,5,4
EMP1284,21-May-16,26-Jan-66,60,10,17-Jun-23,22-Mar-25,Sales,Sales Executive,No,Rarely,Yes,Female,Divorced,Human Resources,3,93448,4,25,Leadership Development,Internal,Passed,578.35,4,4,4
EMP1285,07-Feb-25,25-Sep-70,56,1,21-Feb-26,05-Apr-25,Sales,Sales Manager,No,Rarely,Yes,Male,Married,Human Resources,2,66067,1,22,Customer Service,Internal,Passed,229.44,2,4,4
EMP1286,27-Apr-17,16-Feb-97,29,9,05-Oct-24,18-Aug-24,Research & Development,Manufacturing Director,Yes,Rarely,Yes,Female,Married,Other,4,77562,3,14,Leadership Development,Internal,Completed,842.53,4,4,4
EMP1287,14-Sep-22,20-Mar-62,64,3,20-Feb-23,05-May-26,Sales,Area Sales Manager,No,Rarely,No,Female,Married,Technical Degree,4,51384,5,4,Technical Skills,External,Incomplete,762.38,2,3,4
EMP1288,21-Nov-16,25-Jan-70,56,9,23-Jul-24,17-Nov-25,Research & Development,Research Scientist,No,Travel,No,Male,Married,Medical,4,70845,5,8,Customer Service,Internal,Passed,577.08,5,2,2
EMP1289,26-Apr-26,14-Nov-61,65,0,05-Jun-26,30-Dec-25,Sales,Sales Manager,No,Frequently,No,Female,Single,Other,3,91590,4,3,Project Management,Internal,Passed,123.31,5,4,5
EMP1290,14-Nov-18,12-Jul-71,55,7,30-Nov-24,05-Sep-25,Sales,Sales Executive,Yes,Travel,Yes,Male,Married,Human Resources,2,53211,5,14,Project Management,Internal,Passed,533.13,3,5,4
EMP1291,17-Nov-15,17-Dec-02,24,10,29-Oct-24,23-Jan-26,Research & Development,Research Director,No,Frequently,Yes,Male,Single,Technical Degree,2,47771,7,29,Project Management,Internal,Incomplete,302.68,3,3,5
EMP1292,22-Jul-20,26-Apr-77,49,5,22-Jan-24,13-May-26,Sales,Area Sales Manager,No,Rarely,No,Female,Single,Technical Degree,4,66949,5,26,Technical Skills,Internal,Completed,472.04,3,5,4
EMP1293,26-Oct-24,12-Jul-74,52,1,19-Dec-24,20-Sep-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Other,5,60466,3,18,Project Management,Internal,Passed,870.78,4,3,4
EMP1294,08-Nov-24,25-Dec-67,59,1,25-Oct-25,31-Aug-25,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Human Resources,3,77982,7,23,Leadership Development,Internal,Passed,792.64,3,4,4
EMP1295,24-Jul-18,14-Feb-68,58,7,23-Jul-24,06-Aug-24,Research & Development,Research Scientist,No,Rarely,No,Male,Single,Marketing,3,55934,4,12,Project Management,Internal,Failed,317.76,4,3,5
EMP1296,01-Mar-23,16-May-96,30,3,23-Mar-23,25-Nov-24,Sales,Area Sales Manager,Yes,Rarely,Yes,Female,Single,Human Resources,2,99368,3,15,Communication Skills,External,Passed,986.46,1,2,3
EMP1297,13-May-23,10-Feb-90,36,3,28-Dec-25,13-Dec-25,Sales,Sales Executive,Yes,Rarely,Yes,Male,Single,Life Sciences,4,39206,4,20,Communication Skills,External,Completed,912.89,2,1,5
EMP1298,06-May-21,14-Sep-66,60,5,21-Nov-23,21-Aug-24,Sales,Sales Executive,No,Rarely,No,Female,Single,Marketing,4,90074,5,20,Project Management,Internal,Failed,575.81,3,3,4
EMP1299,09-Sep-23,01-Apr-88,38,2,14-Feb-25,29-Apr-26,Research & Development,Research Director,No,Rarely,Yes,Male,Married,Marketing,4,49703,7,26,Project Management,Internal,Completed,577.14,2,1,5
EMP1300,02-Mar-24,17-Oct-04,22,2,25-Jun-25,30-Jan-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Widowed,Life Sciences,5,30000,4,9,Communication Skills,External,Incomplete,911.14,4,2,5
EMP1301,03-Aug-22,01-Sep-97,29,3,21-Oct-25,22-May-26,Sales,Area Sales Manager,No,Rarely,No,Female,Single,Life Sciences,4,69757,6,2,Project Management,External,Failed,672.53,1,2,4
EMP1302,04-Mar-16,07-Nov-80,46,10,26-May-24,16-Apr-26,Human Resources,Recruiter,Yes,Frequently,Yes,Female,Widowed,Life Sciences,2,59907,4,1,Customer Service,External,Passed,583.02,5,1,4
EMP1303,04-Jul-22,12-Jul-84,42,3,12-May-24,18-Mar-26,Sales,Sales Executive,No,Rarely,No,Male,Married,Technical Degree,3,42807,2,15,Communication Skills,Internal,Completed,774.23,4,2,4
EMP1304,23-Jun-16,14-Mar-98,28,9,13-Mar-21,25-Jul-25,Research & Development,Manufacturing Director,No,Rarely,Yes,Male,Married,Human Resources,4,31372,4,23,Technical Skills,External,Passed,311.59,2,4,5
EMP1305,24-May-22,09-Oct-63,63,4,15-May-24,03-Oct-24,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Other,4,64832,2,15,Communication Skills,External,Incomplete,890.54,3,5,4
EMP1306,13-Feb-17,14-Sep-88,38,9,26-Jan-26,10-Aug-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Divorced,Medical,4,84516,3,28,Leadership Development,Internal,Passed,578.27,3,2,4
EMP1307,02-Sep-23,20-Jun-68,58,2,29-Jun-24,07-Apr-26,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Technical Degree,4,76699,2,8,Customer Service,Internal,Completed,643.15,4,2,4
EMP1308,16-May-21,13-Nov-87,39,5,29-Dec-22,21-Apr-25,Research & Development,Laboratory Technician,No,Rarely,Yes,Female,Married,Other,4,66134,7,3,Technical Skills,Internal,Passed,180.95,3,4,4
EMP1309,26-Aug-20,18-Jul-91,35,5,13-Jul-22,04-Jun-25,Sales,Sales Executive,Yes,Rarely,No,Male,Married,Life Sciences,5,74576,3,2,Project Management,Internal,Passed,378.56,1,1,4
EMP1310,16-May-18,06-Aug-69,57,8,07-Oct-18,24-Jul-24,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Human Resources,4,64455,4,4,Leadership Development,Internal,Passed,484.06,3,4,3
EMP1311,23-Jun-22,18-Sep-81,45,3,16-May-26,07-Aug-24,Sales,Sales Representative,No,Travel,Yes,Male,Divorced,Human Resources,4,36405,3,18,Leadership Development,External,Incomplete,472.52,3,2,3
EMP1312,29-Oct-16,10-May-74,52,9,12-Jul-23,11-Mar-26,Research & Development,Research Director,No,Travel,No,Female,Single,Life Sciences,3,36582,5,12,Customer Service,Internal,Incomplete,800.46,5,3,5
EMP1313,04-Mar-18,25-Jun-68,58,8,31-Jul-21,01-May-25,Research & Development,Manufacturing Director,Yes,Rarely,Yes,Male,Married,Other,4,60936,6,18,Technical Skills,Internal,Passed,354.09,5,2,5
EMP1314,05-Nov-22,05-Dec-79,47,3,02-Jan-26,19-Jan-26,Research & Development,Laboratory Technician,No,Rarely,No,Female,Married,Human Resources,5,61786,4,21,Leadership Development,External,Passed,263.9,2,3,1
EMP1315,16-Dec-21,24-Feb-62,64,4,02-Jun-23,13-Oct-25,Research & Development,Research Scientist,No,Frequently,Yes,Male,Married,Life Sciences,3,82019,7,10,Technical Skills,Internal,Passed,624.36,4,4,5
EMP1316,16-Oct-23,26-Aug-90,36,2,17-Dec-23,17-Feb-26,Research & Development,Research Director,No,Rarely,No,Female,Single,Life Sciences,4,80146,2,21,Technical Skills,Internal,Passed,653.51,5,2,1
EMP1317,22-Nov-17,07-Feb-94,32,8,12-Dec-24,04-Nov-24,Research & Development,Research Director,No,Rarely,No,Male,Married,Life Sciences,4,77102,6,8,Leadership Development,Internal,Completed,209.42,1,5,4
EMP1318,25-Nov-16,26-Jul-72,54,9,17-Mar-22,15-Jan-25,Research & Development,Laboratory Technician,No,Rarely,No,Female,Divorced,Medical,2,59394,1,25,Technical Skills,Internal,Failed,102.22,4,3,2
EMP1319,11-Dec-21,20-Sep-83,43,4,09-Mar-25,08-Feb-26,Sales,Sales Executive,No,Travel,No,Male,Married,Technical Degree,4,37386,6,18,Customer Service,Internal,Completed,925.88,3,5,5
EMP1320,13-Jun-23,02-Dec-61,65,2,24-May-24,24-Dec-24,Sales,Sales Manager,No,Rarely,No,Male,Divorced,Technical Degree,2,73241,4,17,Leadership Development,External,Completed,171.67,4,2,5
EMP1321,14-May-22,21-Jul-94,32,4,30-Jul-25,31-Jul-24,Sales,Sales Representative,No,Rarely,No,Male,Married,Medical,5,75503,7,19,Customer Service,Internal,Failed,908.08,4,2,4
EMP1322,12-Nov-17,27-Feb-04,22,8,11-Jun-18,25-Oct-24,Sales,Sales Manager,No,Frequently,Yes,Male,Single,Other,5,30000,7,6,Customer Service,External,Completed,459.29,5,4,3
EMP1323,04-Feb-17,20-Aug-95,31,9,15-Jun-24,21-Dec-24,Research & Development,Manufacturing Director,No,Rarely,Yes,Male,Single,Marketing,2,48313,6,14,Technical Skills,Internal,Passed,687.75,3,1,4
EMP1324,30-Jun-24,03-Feb-77,49,1,24-Apr-25,27-Sep-25,Sales,Area Sales Manager,No,Rarely,No,Male,Single,Life Sciences,2,51178,6,5,Technical Skills,External,Passed,267.05,4,5,4
EMP1325,28-May-26,12-Apr-88,38,0,09-Jun-26,19-Jan-25,Human Resources,Recruiter,No,Travel,Yes,Male,Married,Medical,4,67367,5,8,Leadership Development,External,Completed,841.53,2,3,3
EMP1326,12-Feb-23,02-Oct-99,27,3,08-Apr-23,11-Mar-26,Sales,Sales Representative,No,Rarely,No,Female,Single,Technical Degree,3,48932,3,8,Project Management,External,Passed,262.17,3,4,4
EMP1327,30-May-15,20-Jul-80,46,11,16-Aug-18,11-Oct-25,Sales,Sales Representative,Yes,Rarely,No,Male,Married,Marketing,1,64237,6,18,Leadership Development,Internal,Passed,447.86,5,2,4
EMP1328,18-Feb-23,10-Sep-63,63,3,06-Nov-25,05-Oct-24,Research & Development,Manufacturing Director,No,Rarely,No,Male,Married,Medical,4,60789,2,9,Customer Service,External,Incomplete,314.22,4,4,3
EMP1329,05-Dec-21,25-Jan-66,60,4,22-May-22,06-Feb-26,Research & Development,Research Director,No,Rarely,No,Female,Single,Life Sciences,3,61817,7,14,Technical Skills,External,Failed,853.76,3,4,1
EMP1330,16-Jan-19,16-Nov-93,33,7,18-Jun-20,26-Jul-25,Research & Development,Laboratory Technician,No,Rarely,No,Male,Single,Human Resources,2,50672,2,14,Customer Service,External,Failed,872.5,4,4,4
EMP1331,21-Oct-19,07-Jan-76,50,6,21-Jun-25,09-Jul-25,Research & Development,Research Director,No,Rarely,No,Female,Single,Other,5,52220,5,20,Communication Skills,Internal,Completed,434.83,1,3,4
EMP1332,31-Aug-22,10-Sep-62,64,3,04-Feb-23,21-Oct-24,Research & Development,Research Director,No,Rarely,No,Female,Married,Medical,5,43394,6,14,Communication Skills,Internal,Passed,376.64,3,5,5
EMP1333,27-Nov-25,26-Jan-92,34,0,06-Feb-26,08-May-25,Sales,Sales Manager,No,Frequently,No,Female,Single,Marketing,4,72601,6,17,Customer Service,Internal,Incomplete,796.21,4,5,1
EMP1334,22-Apr-19,17-Sep-66,60,7,17-Feb-22,13-Oct-25,Human Resources,HR Manager,No,Rarely,Yes,Female,Single,Technical Degree,5,76422,5,2,Project Management,Internal,Passed,890.66,4,5,4
EMP1335,30-Jan-20,06-Oct-90,36,6,25-Jul-21,04-Apr-25,Human Resources,Healthcare Representative,No,Rarely,No,Male,Widowed,Human Resources,3,49587,4,14,Project Management,External,Failed,661.62,3,4,4
EMP1336,31-Jan-18,12-Jan-61,65,8,27-Dec-24,31-Oct-25,Research & Development,Research Scientist,No,Rarely,No,Male,Divorced,Marketing,3,95412,1,27,Leadership Development,External,Completed,934.66,4,3,3
EMP1337,23-Jun-18,01-Nov-89,37,7,16-Aug-21,15-Jan-26,Sales,Area Sales Manager,No,Frequently,No,Male,Single,Other,3,58707,1,22,Leadership Development,External,Failed,444.74,3,1,4
EMP1338,24-Sep-16,09-Feb-94,32,9,26-Oct-19,22-Feb-26,Research & Development,Laboratory Technician,No,Rarely,Yes,Male,Married,Technical Degree,4,95603,3,21,Leadership Development,Internal,Completed,236.7,1,5,3
EMP1339,20-Aug-21,22-Jun-79,47,4,11-Jun-26,14-Dec-25,Sales,Sales Executive,Yes,Rarely,Yes,Female,Married,Marketing,5,52157,2,12,Technical Skills,Internal,Incomplete,261.68,3,5,3
EMP1340,08-Apr-17,19-Jul-79,47,9,24-Feb-20,04-Nov-25,Sales,Sales Manager,Yes,Rarely,No,Male,Married,Technical Degree,4,30000,4,23,Project Management,Internal,Completed,702.85,5,1,4
EMP1341,21-May-26,01-Sep-92,34,0,21-May-26,03-Sep-25,Sales,Area Sales Manager,No,Rarely,No,Male,Married,Other,5,73043,2,25,Customer Service,Internal,Passed,466.77,5,3,4
EMP1342,06-Nov-15,18-Feb-00,26,10,28-Feb-24,18-Mar-25,Research & Development,Manufacturing Director,No,Rarely,No,Male,Single,Human Resources,4,69970,4,16,Communication Skills,External,Failed,240.68,3,5,5
EMP1343,21-Jul-22,27-Dec-86,40,3,06-Mar-23,19-Apr-25,Research & Development,Manufacturing Director,No,Frequently,No,Male,Married,Life Sciences,3,65687,5,22,Project Management,Internal,Incomplete,363.0,1,2,3
EMP1344,09-Dec-17,12-Oct-69,57,8,16-Sep-24,24-Sep-25,Research & Development,Research Director,No,Rarely,No,Male,Married,Medical,4,52155,3,6,Project Management,External,Failed,577.54,4,2,4
EMP1345,14-Jun-23,08-May-82,44,2,05-Jun-24,16-Oct-24,Research & Development,Research Director,No,Rarely,No,Male,Single,Marketing,2,64308,5,18,Project Management,External,Completed,209.3,4,5,3
EMP1346,17-Jun-18,15-Apr-66,60,7,03-Feb-25,15-Apr-26,Research & Development,Laboratory Technician,No,Rarely,No,Male,Married,Medical,1,54774,2,7,Leadership Development,External,Failed,103.1,3,5,3
EMP1347,22-Aug-18,01-Oct-79,47,7,02-May-20,25-Jan-25,Sales,Sales Representative,No,Frequently,Yes,Female,Married,Human Resources,4,58953,7,2,Technical Skills,Internal,Passed,925.57,3,5,5
EMP1348,21-Jan-19,14-Mar-88,38,7,24-Jan-24,12-Dec-24,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Human Resources,4,81832,3,13,Customer Service,External,Passed,374.38,5,2,4
EMP1349,18-Sep-18,18-Feb-72,54,7,10-Nov-22,24-May-25,Human Resources,Healthcare Representative,No,Rarely,No,Male,Single,Human Resources,4,68684,6,23,Leadership Development,Internal,Incomplete,299.35,4,3,3
EMP1350,25-Oct-24,10-Sep-00,26,1,22-Apr-25,25-Jun-24,Sales,Sales Representative,No,Rarely,No,Male,Married,Other,4,77199,7,8,Technical Skills,Internal,Failed,728.63,3,4,4
EMP1351,24-Dec-15,26-Feb-83,43,10,28-Nov-18,16-Feb-26,Research & Development,Manufacturing Director,No,Rarely,No,Male,Single,Medical,3,60362,4,12,Project Management,External,Passed,868.06,4,4,5
EMP1352,19-Mar-24,18-May-72,54,2,29-May-26,22-Jul-25,Research & Development,Research Director,No,Rarely,No,Male,Married,Other,4,58159,4,1,Technical Skills,External,Incomplete,669.05,2,3,2
EMP1353,04-Mar-23,23-May-68,58,3,29-Jun-24,30-Nov-24,Research & Development,Research Director,No,Rarely,No,Female,Single,Human Resources,4,41930,3,9,Leadership Development,Internal,Failed,329.03,2,5,3
EMP1354,29-Apr-20,19-Jul-76,50,6,06-Oct-25,04-Apr-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Single,Marketing,3,57599,5,8,Project Management,Internal,Completed,875.47,5,5,3
EMP1355,17-Dec-24,25-Apr-74,52,1,20-Jun-25,10-Feb-25,Research & Development,Research Director,No,Rarely,No,Male,Married,Human Resources,5,30000,3,9,Leadership Development,External,Passed,559.38,2,3,5
EMP1356,23-May-21,22-Aug-83,43,5,15-Nov-25,12-Jul-24,Research & Development,Research Director,No,Rarely,Yes,Male,Married,Life Sciences,4,53195,5,5,Customer Service,Internal,Incomplete,443.07,3,2,3
EMP1357,25-Jan-25,28-Oct-75,51,1,22-Oct-25,02-Oct-25,Human Resources,Healthcare Representative,No,Rarely,Yes,Female,Divorced,Human Resources,4,63362,3,13,Project Management,External,Failed,644.25,4,2,3
EMP1358,31-Mar-20,04-Aug-03,23,6,13-Aug-20,31-Aug-25,Research & Development,Laboratory Technician,No,Rarely,No,Male,Married,Technical Degree,5,76273,5,14,Technical Skills,External,Completed,730.55,5,4,4
EMP1359,13-May-20,13-Feb-88,38,6,17-Mar-24,14-Jan-26,Sales,Sales Representative,No,Frequently,No,Male,Single,Medical,5,59626,1,4,Leadership Development,External,Passed,634.45,4,2,4
EMP1360,10-Dec-21,22-Apr-64,62,4,31-May-22,05-Jun-25,Research & Development,Research Director,No,Travel,No,Male,Married,Technical Degree,5,71953,3,17,Communication Skills,External,Passed,928.22,1,4,5
EMP1361,09-Jul-25,14-Jun-90,36,0,21-Sep-25,10-Feb-25,Human Resources,Recruiter,No,Travel,No,Male,Married,Technical Degree,3,30000,5,9,Technical Skills,External,Passed,665.22,4,4,4
EMP1362,09-May-19,18-Sep-82,44,7,11-Jan-26,31-May-25,Sales,Sales Manager,Yes,Frequently,No,Female,Single,Medical,1,63863,6,20,Technical Skills,External,Incomplete,890.72,4,5,4
EMP1363,02-Apr-23,27-Dec-04,22,3,11-Feb-24,31-Jul-25,Research & Development,Research Director,No,Rarely,Yes,Male,Divorced,Life Sciences,3,31409,2,15,Project Management,External,Passed,628.26,3,3,5
EMP1364,18-Nov-24,10-Apr-88,38,1,09-Apr-26,21-May-26,Research & Development,Research Scientist,No,Rarely,Yes,Male,Single,Marketing,3,40833,7,20,Technical Skills,Internal,Completed,396.71,4,4,3
EMP1365,10-May-25,22-Jul-99,27,1,30-May-26,20-Aug-24,Research & Development,Research Director,No,Rarely,Yes,Male,Widowed,Technical Degree,5,61256,7,4,Leadership Development,Internal,Passed,579.07,2,4,3
EMP1366,27-Apr-21,18-Feb-83,43,5,20-Aug-23,29-Sep-24,Sales,Sales Representative,Yes,Rarely,Yes,Female,Divorced,Other,4,90525,7,2,Communication Skills,External,Passed,177.7,5,4,4
EMP1367,26-Jul-23,11-Aug-93,33,2,17-Sep-25,07-May-26,Research & Development,Research Scientist,No,Rarely,Yes,Male,Married,Other,2,72424,2,28,Customer Service,Internal,Passed,307.16,4,5,4
EMP1368,12-Apr-26,19-Apr-82,44,0,27-Apr-26,02-Aug-24,Human Resources,HR Manager,No,Rarely,No,Female,Widowed,Technical Degree,2,65364,3,27,Communication Skills,External,Completed,789.61,3,4,4
EMP1369,22-May-24,24-Mar-87,39,2,29-Mar-26,17-Apr-26,Sales,Sales Executive,No,Frequently,No,Female,Married,Human Resources,3,64609,3,13,Leadership Development,External,Completed,695.33,4,5,3
EMP1370,20-Aug-18,16-Apr-61,65,7,27-Jul-23,04-Jul-24,Sales,Area Sales Manager,Yes,Rarely,Yes,Male,Single,Marketing,4,50727,4,4,Project Management,External,Incomplete,249.87,2,3,4
EMP1371,24-Jun-19,24-Apr-92,34,6,09-May-21,24-Jul-24,Human Resources,Recruiter,No,Rarely,Yes,Female,Married,Human Resources,4,54120,5,18,Leadership Development,Internal,Incomplete,494.21,4,4,4
EMP1372,07-Feb-18,07-May-89,37,8,19-Jun-20,09-Oct-25,Sales,Area Sales Manager,No,Travel,No,Male,Single,Medical,5,73547,3,24,Technical Skills,Internal,Passed,227.79,1,4,5
EMP1373,10-Aug-20,27-Apr-90,36,5,23-Jun-24,25-Sep-25,Research & Development,Manufacturing Director,No,Rarely,No,Female,Married,Marketing,5,37292,2,16,Project Management,Internal,Completed,870.24,3,5,5
EMP1374,03-Mar-16,12-Oct-89,37,10,11-Oct-16,23-Nov-24,Research & Development,Research Scientist,No,Rarely,No,Male,Married,Technical Degree,3,76861,2,23,Customer Service,Internal,Failed,198.25,4,3,3
EMP1375,11-Oct-25,04-Feb-95,31,0,24-Mar-26,14-May-25,Sales,Sales Manager,No,Travel,No,Female,Married,Life Sciences,3,57229,7,27,Customer Service,External,Incomplete,688.81,5,2,5
EMP1376,29-Apr-23,22-Nov-99,27,3,21-Oct-24,30-Jul-25,Research & Development,Research Scientist,No,Rarely,Yes,Female,Single,Human Resources,3,81511,2,10,Leadership Development,External,Passed,646.3,3,4,3
EMP1377,20-Apr-17,01-Oct-73,53,9,09-Oct-25,26-Aug-24,Research & Development,Research Director,Yes,Rarely,No,Female,Married,Human Resources,3,84221,5,2,Technical Skills,External,Completed,525.5,4,3,5
EMP1378,18-Oct-17,28-Jan-70,56,8,05-Feb-19,24-Jun-24,Research & Development,Manufacturing Director,No,Rarely,No,Male,Divorced,Marketing,5,31538,1,14,Customer Service,Internal,Passed,350.41,4,4,4
EMP1379,24-May-21,20-Jun-74,52,5,08-Sep-21,05-Jun-25,Research & Development,Research Scientist,No,Rarely,No,Male,Single,Marketing,4,53368,3,2,Communication Skills,Internal,Passed,463.56,3,5,4
EMP1380,18-Nov-16,19-Aug-84,42,9,05-Oct-18,10-Jul-24,Research & Development,Research Director,No,Frequently,No,Female,Married,Other,4,47889,7,18,Project Management,Internal,Passed,825.75,2,5,4
EMP1381,06-Aug-18,06-Aug-87,39,7,19-Oct-23,07-Feb-26,Sales,Sales Executive,No,Rarely,No,Male,Single,Human Resources,4,30000,1,1,Communication Skills,Internal,Passed,785.4,4,3,2
EMP1382,12-Feb-21,13-May-72,54,5,09-May-23,11-Dec-24,Research & Development,Research Director,No,Rarely,Yes,Male,Married,Medical,1,44349,5,13,Customer Service,External,Failed,764.93,3,2,1
EMP1383,28-Jan-25,05-Oct-90,36,1,28-Sep-25,12-Oct-25,Human Resources,HR Manager,No,Rarely,No,Male,Single,Medical,2,113825,7,6,Customer Service,External,Completed,774.84,5,4,3
EMP1384,22-Apr-18,26-Sep-01,25,8,07-Sep-21,15-Mar-25,Sales,Sales Executive,No,Rarely,No,Female,Married,Technical Degree,4,77190,6,22,Leadership Development,Internal,Completed,229.5,4,4,5
EMP1385,23-Oct-24,18-Aug-77,49,1,22-Feb-26,10-May-25,Research & Development,Research Director,Yes,Travel,Yes,Male,Single,Technical Degree,4,103345,3,17,Leadership Development,External,Passed,189.19,5,4,4
EMP1386,21-Jan-17,12-Sep-02,24,9,04-Jun-25,03-Jun-26,Sales,Sales Manager,No,Rarely,No,Female,Single,Life Sciences,3,81581,4,27,Project Management,External,Passed,875.35,3,4,3
